ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD kg CO2e/common unit,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage kgCO2e/(common unit),Common Unit: kgCO2e / _,WWF Storage Factor kgCO2e/kgC,Carbon content kgC/unit,Units: kgC / _,Biogenic CO2 kg - full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity
W/(mK)",Moisture content %,Mass (kg),Length (m) ,Width (m) ,Depth (m) ,Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,CSI MasterFormat,EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL,
CAR005,Carpet / Venture Carpet / Average Product - Nylon 2520 Yarn System / 3.5 mm Modular Carpet,True,False,False,False,2023-11-18 00:00:00,,Carpet,Venture Carpet ,Average Product - Nylon 2520 Yarn System,3.5 mm nylon 6 yarn Modular Carpet,,CA,US & CA,2023-04-21 00:00:00,13.38,m2,13.38,m²,m²,ft²,,,,,,,,,,,3.765,kg/m2,,,,,,,0.5,0.5,0.0035,,,Nylon,,Flooring,Carpet,,4029-8012,Product-specific,Venture Carpets,Vertima Inc. ,CSA Group,External,"Lindita Bushi, Ph.D., Athena Sustainable Materials Institute",,"Flooring: Carpet, Resilient, Laminate, Ceramic, Wood, Version2 NSF International Valid through May 21, 2019",CML baseline v.4.4,,,15.0,,
CAR006,Carpet / Venture Carpet / Average Product - Polypropylene Yarn System / 3.5 mm Modular Carpet,True,False,False,False,2023-11-18 00:00:00,,Carpet,Venture Carpet ,Average Product - Polypropylene Yarn System,3.5 mm Modular Carpet,,CA,US & CA,2023-04-21 00:00:00,6.83,m2,6.83,m²,m²,ft²,,,,,,,,,,,3.621,kg/m2,,,,,,,0.5,0.5,0.0035,,,Polypropylene,,Flooring,Carpet,,4029-8012,Product-specific,Venture Carpets,Vertima Inc. ,CSA Group,External,"Lindita Bushi, Ph.D., Athena Sustainable Materials Institute",,"Flooring: Carpet, Resilient, Laminate, Ceramic, Wood, Version2 NSF International Valid through May 21, 2019",CML baseline v.4.4,,,15.0,,
CAR007,Carpet / Venture Carpet / Polyester Yarn System / 10.0 mm Modular Carpet,True,False,False,False,2023-11-18 00:00:00,,Carpet,Venture Carpet ,Polyester Yarn System,10.0 mm Modular Carpet,,CA,US & CA,2023-04-21 00:00:00,9.88,m2,9.88,m²,m²,ft²,,,,,,,,,,,4.44,kg/m2,,,,,,,0.5,0.5,0.01,,,Polyester,,Flooring,Carpet,,4029-8012,Product-specific,Venture Carpets,Vertima Inc. ,CSA Group,External,"Lindita Bushi, Ph.D., Athena Sustainable Materials Institute",,"Flooring: Carpet, Resilient, Laminate, Ceramic, Wood, Version2 NSF International Valid through May 21, 2019",CML baseline v.4.4,,,15.0,,
CAR008,Carpet / Venture Carpet / Recycled nylon 6 yarn system / 3.5 mm Modular Carpet,True,False,False,False,2023-11-18 00:00:00,,Carpet,Venture Carpet ,Recycled nylon 6 yarn system,3.5 mm Modular Carpet,,CA,US & CA,2023-04-21 00:00:00,7.8,m2,7.8,m²,m²,ft²,,,,,,,,,,,3.77,kg/m2,,,,,,,0.5,0.5,0.0035,,,Recycled Nylon,,Flooring,Carpet,,4029-8012,Product-specific,Venture Carpets,Vertima Inc. ,CSA Group,External,"Lindita Bushi, Ph.D., Athena Sustainable Materials Institute",,"Flooring: Carpet, Resilient, Laminate, Ceramic, Wood, Version2 NSF International Valid through May 21, 2019",CML baseline v.4.4,,,15.0,,
f1864e,"Cedar Shingles & Shakes / Red Cedar Lumber Assn / 3/4"" max thickness [Industry Avg | CA]",False,True,True,False,2021.0,Expired 2021,Cedar Shingles/shakes,,,"3/4"" coverage","3.98145 kg/m2 at 0.01905 (3/4"")",,CAN,,213.52,1000 BF,1.723540677966102,"m2 at 0.01905 m (3/4"")",m²,ft²,,1.0,0.5,,"m2 at 3/4""",6.575364675,,,7.30596075,0.9,209.0,kg/m3,2.36,m3/1000 BF,,,,,,,0.01905,,,,,,,,2016-06-01 00:00:00,Industry average,,FPInnovations,,,,,,,,,,,
1110de,Cedar Siding / Western Red Cedar Lumber Assn / 1x6 Boards [Industry Avg | CA],True,False,True,False,2021.0,Expired 2021,Cedar Siding,Western Red Cedar Lumber Assn,,1x6 Boards,"3.98145 kg/m2 at 0.01905 (3/4"")",,CAN,,213.52,1000 BF,1.723540677966102,"m2 at 0.01905 m (3/4"")",m²,ft²,,1.0,0.5,,"m2 at 0.01905 m (3/4"")",6.575364675,,,7.30596075,0.9,209.0,kg/m3,2.36,m3/1000 BF,,,,,,,0.01905,,,,,,,,2016-06-01 00:00:00,Industry average,,FPInnovations,,,,,,,,,,,
967ad6,Cellulose / batt / CMS / EcoCell / R 3.6-inch,True,False,False,False,2024.0,Expired 2024; BfCA BioC calc by mass,Cellulose - batt,CMS,EcoCell,R 3.6/inch,,,US,,0.487,m2•RSI,0.7135531136,m2•RSI,m²•RSI,ft²•R,,0.86,0.5,2.2704,m2•RSI,,,,,0.9,40.0,kg/m3,1.6,kg/m2 at RSI1,3.6,0.04006144444,,,,,,,,Cellulose,,Insulation,Batt & Blanket,,CIM – 20191223 – 001 ,Product-specific,,Sustainable Minds,,,,,,,,,,,
Cel000,Cellulose / batt / Ekovilla / Ekovilla Slab / R3.7-inch [EU],True,False,False,False,2028.0,,Cellulose - batt,Ekovilla,Ekovilla Slab ,R 3.7/inch,,EU,EU,2024-01-21 00:00:00,1.36,m2•RSI,1.36,m2•RSI,m²•RSI,ft²•R,1.91,,,1.719,m2•RSI,,,,,0.9,40.0,kg/m3,,,3.697979487,0.039,,,,,,,,Cellulose,,Insulation,Batt,,S-P-08315,Product-specific,Ekovilla,Environdec,EPD International AB,External,"Andrew Norton, Renuables",EN 15804,C-PCR-005 Thermal insulation products,,,,50.0,https://drive.google.com/file/d/1ESsA1qmvaOq5X_3njUqDDQ3wfdtJW0Lu/view?usp=drive_link,
fc7d3a,Cellulose / dense pack / CIMA / R 3.7-inch / [Industry Avg | US & CA],True,False,True,False,2024-12-23 00:00:00,Expired 2024-12-23; BfCA BioC calc by mass,Cellulose - dense pack,CIMA,"Includes AFT, Applegate, Can-Cell, Cell-Pak, Cleanfiber, Climatizer, Fiberlite, Igloo, ICC, Mason City, Nu-Wool, Soprema, Thermo-Kool",R 3.7/inch,,US & CA,US & CA,2024-01-21 00:00:00,0.487,m2•RSI,1.118410095,m2•RSI,m²•RSI,ft²•R,,0.86,0.5,3.099096,m2•RSI,,,,,0.9,56.0,kg/m3,2.184,kg/m2 at RSI1,3.7,0.0389787027,,,,,,,,Cellulose,,Insulation,Dense pack,,CIM – 20191223 – 001 ,Industry average,CIMA - Cellulose Insulation Manufacturers Association,Sustainable Minds,,,,,,,,,,,
1ca576,Cellulose / loose fill / CIMA / R 3.7-inch / [Industry Avg | US & CA] ,True,False,True,False,2024-12-23 00:00:00,Expired 2024-12-23; BfCA BioC calc by mass,Cellulose - loose fill,CIMA,"Includes: AFT, Applegate, Can-Cell, Cell-Pak, Cleanfiber, Climatizer, Fiberlite, Igloo, ICC, Mason City, Nu-Wool, Soprema, Thermo-Kool",R 3.7/inch,0.04 m at RSI 1 avg of 12 companies,,US & CA,2024-01-21 00:00:00,0.487,m2•RSI,0.487,m2•RSI,m²•RSI,ft²•R,,0.86,0.5,1.349583011,m2•RSI,,,,,0.9,24.4,kg/m3,0.9510803459,kg/m2 at RSI1,3.7,0.0389787027,,,,,,,,Cellulose,,Insulation,Loose fill,07 21 23,CIM – 20191223 – 001 ,Industry average,CIMA - Cellulose Insulation Manufacturers Association,Sustainable Minds,UL Environment,External,NSF Certification,,,TRACI 2.1,"SimaPro Analyst 8.5.2.0, EcoInvent 3.1, 2.2",,75.0,,
Cel001,Cellulose / dense pack / Advanced Fiber Technology / AFT Carbon Smart / 56 kg/m3 / R3.8-inch ,True,False,False,False,2025.0,Expired 2025; BfCA BioC calc by mass,Cellulose - dense pack,Advanced Fiber Technology,AFT Carbon Smart,R 3.8-inch,,US,US & CA,2024-02-02 00:00:00,0.389,m2•RSI,0.8639153662,m²•RSI,m²•RSI,ft²•R,,0.86,0.5,3.018634731,m2•RSI,,,,,0.9,56.0,kg/m3,2.125365053,kg/m2 at RSI1,3.8,0.03795294737,,,,,,,,Cellulose,,Insulation,Dense Pack,,AFT-20200701-001,Product-specific,Advanced Fiber Technology,Sustainable Minds,NSF,External,NSF Certification,ISO 21930:2017,UL Building Envelope Thermal Insulation 02/23,TRACI 2.1,SimaPro 8.5.2,"Ecoinvent 3.1, 2.2",,,
Cel003,Cellulose / loose fill / Advanced Fiber Technology / AFT Carbon Smart / 25.2 kg/m3 / R3.8-inch,True,False,False,False,2025.0,Expired 2025; BfCA BioC calc by mass,Cellulose - loose fill,Advanced Fiber Technology,AFT Carbon Smart,R 3.8-inch,,US,US & CA,2024-02-02 00:00:00,0.389,m2•RSI,0.389,m²•RSI,m²•RSI,ft²•R,,0.86,0.5,1.359140287,m2•RSI,,,,,0.9,25.214,kg/m3,0.9569456149,kg/m2 at RSI1,3.8,0.03795294737,,,,,,,,Cellulose,,Insulation,Loose fill,,AFT-20200701-001,Product-specific,Advanced Fiber Technology,Sustainable Minds,NSF,External,NSF Certification,ISO 21930:2017,UL Building Envelope Thermal Insulation 02/23,TRACI 2.1,SimaPro 8.5.2,"Ecoinvent 3.1, 2.2",,,
Cel002,Cellulose / dense pack / Greenfiber / Sanctuary / Avg of all facilties / 56.1 kg/m3 / R3.8-inch ,True,False,False,False,2027.0,BfCA BioC calc by mass,Cellulose - dense pack,Greenfiber,Sanctuary,Avg of all facilties / R3.8/inch / 56.1 kg/m3,,US,US & CA,2024-01-21 00:00:00,0.2373,m²•RSI,0.7782400468,m²•RSI,m²•RSI,ft²•R,,0.84,0.5,3.011838568,m2•RSI,,,,,0.9,56.1,kg/m3,2.17107,kg/m2 at RSI1,3.8,0.0387,,,,,,,,Cellulose,,Insulation,Dense Pack,,AGG-20221209-001,Product-specific,Greenfiber,Sustainable Minds,"Ecoform, LLC",External,"Jack Gelbig, Ecoform",ISO 21930:2017,ULE PCR Part B: Building envelope thermal insulation v2.0,Traci 2.1,Simapro 9.4 ,Ecoinvent v3.9,75.0,https://drive.google.com/file/d/1-7D1tAQdANZJKtSN6exVk1Iq61_Bsheu/view?usp=drive_link,
cel004,Cellulose / loose fill / Greenfiber / Sanctuary / Avg of all facilties / 17.1 kg/m3 / R3.8-inch ,True,False,False,False,2027.0,BfCA BioC calc by mass,Cellulose - loose fill,Greenfiber,Sanctuary,Avg of all facilties / R3.8/inch / 17.1 kg/m3,,US,US & CA,2024-01-21 00:00:00,0.2373,m²•RSI,0.2373,m²•RSI,m²•RSI,ft²•R,,0.84,0.5,0.9180470502,m2•RSI,,,,,0.9,17.1,kg/m3,0.66177,kg/m2 at RSI1,3.8,0.0387,,,,,,,,Cellulose,,Insulation,Loose fill,,AGG-20221209-001,Product-specific,Greenfiber,Sustainable Minds,"Ecoform, LLC",External,"Jack Gelbig, Ecoform",ISO 21930:2017,ULE PCR Part B: Building envelope thermal insulation v2.0,Traci 2.1,Simapro 9.4 ,Ecoinvent v3.9,75.0,https://drive.google.com/file/d/1-7D1tAQdANZJKtSN6exVk1Iq61_Bsheu/view?usp=drive_link,
5231c8,"Cellulose / spray applied / International Cellulose Corp. / K-13, ThermoCon / R 3.75-inch",True,False,False,False,2025.0,Expired 2025; BfCA BioC calc by mass,Cellulose - spray applied,International Cellulose Corp.,"K-13, ThermoCon",R 3.75/inch,0.0384 m at RSI 1,,,,0.325,m2•RSI,0.325,m2•RSI,m²•RSI,ft²•R,,0.71,0.5,2.4261765,m2•RSI,,,,,0.9,54.5,kg/m3,2.071,kg/m2 at RSI1,3.75,0.03845898667,,,,,,,,Cellulose,,Insulation,Spray applied,,ICC – 20200122– 001,Industry average,,Sustainable Minds,,,,,,,,,,,
m210vf,"Cement board / 5/8"" (16 mm) / Durock with EdgeGuard / USG (Baltimore, MD plant)",True,False,False,False,2025.0,Expired 2025,Cement board,"USG (Baltimore, MD plant)",Durock with EdgeGuard,"5/8"" (16 mm)",,,US,2022-03-19 00:00:00,1112.3,92.9m2,11.97308934,m²,m²,ft²,,,,,,,,,,,927.0,kg/m3,,,,,,,,,,,,,,,,,EPD-132,Product-specific,,ASTM International,,,,,,,,,,,
cfd454,"Cement board / 1/2"" (13 mm) / Durock with EdgeGuard / USG (Baltimore, MD plant)",True,False,False,False,2025.0,Expired 2025,Cement board,"USG (Baltimore, MD plant)",Durock with EdgeGuard,"1/2"" (13 mm)",,,US,2022-03-19 00:00:00,912.19,92.9m2,9.819052745,m²,m²,ft²,,,,,,,,,,,921.0,kg/m3,,,,,,,,,,,,,,,,,EPD-132,Product-specific,,ASTM International,,,,,,,,,,,
f034jf,"Cement board / 1/4"" (6 mm) / Durock with EdgeGuard / USG (Baltimore, MD plant)",True,False,False,False,2025.0,Expired 2025,Cement board,"USG (Baltimore, MD plant)",Durock with EdgeGuard,"1/4"" (6 mm)",,,US,2022-03-19 00:00:00,636.49,92.9m2,6.851345533,m²,m²,ft²,,,,,,,,,,,1139.0,kg/m3,,,,,,,,,,,,,,,,,EPD-132,Product-specific,,ASTM International,,,,,,,,,,,
4dadb7,Ceramic tile / Crossville / Porcelain / Standard grade (mortar included),True,False,False,False,2024.0,"Expired 2024, Mortar EPD added",Ceramic tile,Crossville,Porcelain,Standard grade,,,US,2023-01-30 00:00:00,23.9,m²,26.08,m²,m²,ft²,,,,,,,,,,,24.41,kg/m2,,,,,,,,,,,,,,,,,4788863727.101.1 ,Product-specific,,UL Environment,,,,,,,,,,,
CER000,Ceramic tile / Tile Council of North America/ 18.8 kg/m2 / [Industry Avg | US & CA] ,True,False,True,False,2025.0,"Expired 2025, Mortar EPD added",Ceramic tile,Tile Council of North America,"Includes: American Wonder, Arto, Crossville, Dal-Tile, Del Conca USA, Florida Tile, Interceramic, Ironrock, Porcelanite-Lamosa, Portobello Tile, Quarry Tile, StonePeak Ceramics, Vitromex USA",Industry average. ,"Includes: American Wonder, Arto, Crossville, Dal-Tile, Del Conca USA, Florida Tile, Interceramic, Ironrock, Porcelanite-Lamosa, Portobello Tile, Quarry Tile, StonePeak Ceramics, Vitromex USA",US,US & CA,2024-02-06 00:00:00,14.1,m²,14.1,m²,m²,ft²,,,,,,,,,,,18.8,kg/m2,,,,,,,,,,,,Ceramic tile,,Flooring,Tile,,4789101745.101.1,Industry average,Tile Council of North America,UL Environment,UL Environment,External,Ramboll,ISO 21930:2017,"Flooring EPD requirements, UL 10010-7, v2.0",TRACI 2.1,GaBi 9.2.0.58,GaBi 9.2.0.58,75.0,https://drive.google.com/file/d/1uA5qUj6fJDt4YSxiVllJloPyl8HXDkUN/view?usp=drive_link,
CER001,Ceramic tile / American Wonder Porcelain / Porcelain - recycled content / Standard and Second grade /,True,False,False,False,2024-12-06 00:00:00,"Expired 2024-12-06, Mortar EPD added",Ceramic tile,American Wonder Porcelain,Procelain - recycled content,Standard and Second grade,,US,US & CA,2023-02-26 00:00:00,11.5,m²,13.68,m²,m²,ft²,,,,,,,,,,,20.105,kg/m2,,,,,,,,,0.00885,,,Porcelain,,Flooring,tile,,EPD10277,Product-specific,American Wonder Porcelain,,NSF,External,Jack Geibig - EcoForm,,"Part B: Flooring EPD Requirements. UL 10010-7, September 28, 2018",TRACI 2.1,GaBi 9,GaBi Service Pack 39,75.0,,
CER002,Ceramic tile / Fireclay Tile / Ceramic / Standard and Second grade /,True,False,False,False,2025-05-22 00:00:00,"Expired 2025-05-22, Mortar EPD added",Ceramic tile,Fireclay Tile,Ceramic - recycled content,Standard and Second grade,recycled content,US,US & CA,2023-02-26 00:00:00,45.9,m²,48.08,m²,m²,ft²,,,,,,,,,,,17.58,kg/m2,,,,,,,,,0.00794,,,Ceramic,,Flooring,tile,,EPD10355,Product-specific,Fireclay Tile,,NSF,External,"Terrie Boguski, Harmony Environmental, LLC",,"Part B: Flooring EPD Requirements.
UL 10010-7, September 28, 2018",TRACI 2.1,GaBi 9,GaBi Service Pack 39,75.0,,
285b88,Clay roof tiles / HISPALYT / [Industry Avg | Spain],True,False,True,False,2022.0,Expired 2022,Clay roof tiles,HISPALYT,,,,,EU,,3.55,m²,3.55,m²,m²,ft²,,,,,,,,,,,56.0,kg/m2,,,,,,,,,,,,,,,,,GlobalEPD-RCP-008-001,Industry average,Spanish Association of Clay Brick and Roofing Tile Manufacturers (HISPALYT),Cátedra UNESCO de Ciclo de Vida y Cambio Climático (ESCI-UPF),AENOR Internacional S.A.U.,,,,,,,,150.0,,
CMU000,"CMU - Light weight / 8"" Light weight blocks / 15 MPa, 390 x 190 x 190 mm / CCMPA East Region [Industry Avg | CA]",True,False,True,False,2027-09-06 00:00:00,,CMU - Light weight,"Canadian Concrete Masonry Producers Assn, East Region","8"" Light weight blocks",390 x 190 x 190 mm,"Includes: Basalite, Brampton Brick, Brown's Concrete, Canal Block, Casey Concrete, Century Concrete, Day & Campbell, Cindercrete, Newcrete, Expocrete, Newtonbrook Block, Niagara Block, Richvale-York Block, Santerra Stonecraft, Shaw Brick, Simcoe Masonry, VJ Rice Concrete",CAN,US & CA,2024-02-05 00:00:00,176.54,m3,19.09366212,"m2 at 8"" block thickness",m²,ft²,,,,,,,,,,,1722.56,kg/m3,186.0,kg/m2 of wall,,,,,0.39,0.19,0.19,,,Concrete,,CMU,Block,,EPD-338,Industry average,Canadian Concrete Masonry Producers Assn,Athena,ASTM,External,Timothy S. Brooke,ISO 21930:2017,Concrete masonry and segmental concrete paving product v1.0,,Athena Concrete LCA Calculator v2,SimaPro 8.5,,https://drive.google.com/file/d/12cuwTeifJNbNYl_DWVIHAPvP8I4g4TVI/view?usp=drive_link,
CMU001,"CMU - Light weight / 8"" Light weight blocks / 15 MPa, 390 x 190 x 190 mm / CCMPA West Region [Industry Avg | CA]",True,False,True,False,2027-09-06 00:00:00,,CMU - Light weight,"Canadian Concrete Masonry Producers Assn, West Region","8"" Light weight blocks",390 x 190 x 190 mm,"Includes: Basalite, Brampton Brick, Brown's Concrete, Canal Block, Casey Concrete, Century Concrete, Day & Campbell, Cindercrete, Newcrete, Expocrete, Newtonbrook Block, Niagara Block, Richvale-York Block, Santerra Stonecraft, Shaw Brick, Simcoe Masonry, VJ Rice Concrete",CAN,US & CA,2024-02-05 00:00:00,213.94,m3,23.13865455,"m2 at 8"" block thickness",m²,ft²,,,,,,,,,,,1722.56,kg/m3,186.0,kg/m2 of wall,,,,,0.39,0.19,0.19,,,Concrete,,CMU,Block,,EPD-338,Industry average,Canadian Concrete Masonry Producers Assn,Athena,ASTM,External,Timothy S. Brooke,ISO 21930:2017,Concrete masonry and segmental concrete paving product v1.0,,Athena Concrete LCA Calculator v2,SimaPro 8.5,,https://drive.google.com/file/d/12cuwTeifJNbNYl_DWVIHAPvP8I4g4TVI/view?usp=drive_link,
CMU002,"CMU - Normal weight / 8"" Normal weight blocks / 15 MPa, 390 x 190 x 190 mm / CCMPA East Region [Industry Avg | CA]",True,False,True,False,2027.0,,CMU - Normal weight,"Canadian Concrete Masonry Producers Assn, East Region","8"" Normal weight blocks",390 x 190 x 190 mm,"Includes: Basalite, Brampton Brick, Brown's Concrete, Canal Block, Casey Concrete, Century Concrete, Day & Campbell, Cindercrete, Newcrete, Expocrete, Newtonbrook Block, Niagara Block, Richvale-York Block, Santerra Stonecraft, Shaw Brick, Simcoe Masonry, VJ Rice Concrete",CAN,US & CA,2024-02-05 00:00:00,205.38,m3,20.95072937,"m2 at 8"" block thickness",m²,ft²,,,,,,,,,,,2186.12,kg/m3,223.0,kg/m2 of wall,,,,,0.39,0.19,0.19,,,Concrete,,CMU,Block,,EPD-338,Industry average,Canadian Concrete Masonry Producers Assn,Athena,ASTM,External,ASTM,ISO 21930:2017,Concrete masonry and segmental concrete paving product v1.1,,Athena Concrete LCA Calculator v3,SimaPro 8.6,,https://drive.google.com/file/d/12cuwTeifJNbNYl_DWVIHAPvP8I4g4TVI/view?usp=drive_link,
CMU003,"CMU - Normal weight / 8"" Normal weight blocks / 15 MPa, 390 x 190 x 190 mm / CCMPA West Region [Industry Avg | CA]",True,False,True,False,2027.0,,CMU - Normal weight,"Canadian Concrete Masonry Producers Assn, West Region","8"" Normal weight blocks",390 x 190 x 190 mm,"Includes: Basalite, Brampton Brick, Brown's Concrete, Canal Block, Casey Concrete, Century Concrete, Day & Campbell, Cindercrete, Newcrete, Expocrete, Newtonbrook Block, Niagara Block, Richvale-York Block, Santerra Stonecraft, Shaw Brick, Simcoe Masonry, VJ Rice Concrete",CAN,US & CA,2024-02-05 00:00:00,251.64,m3,25.66969295,"m2 at 8"" block thickness",m²,ft²,,,,,,,,,,,2186.12,kg/m3,223.0,kg/m2 of wall,,,,,0.39,0.19,0.19,,,Concrete,,CMU,Block,,EPD-338,Industry average,Canadian Concrete Masonry Producers Assn,Athena,ASTM,External,ASTM,ISO 21930:2017,Concrete masonry and segmental concrete paving product v1.1,,Athena Concrete LCA Calculator v3,SimaPro 8.6,,https://drive.google.com/file/d/12cuwTeifJNbNYl_DWVIHAPvP8I4g4TVI/view?usp=drive_link,
CMU004,"CMU - Light weight / Brampton Brick (Boehmers) / 8"" CarboClave Block  / 8 x 8 x 16 ",True,False,False,False,2024-01-07 00:00:00,,CMU - Normal weight,Brampton Brick (Boehmers),"8"" CarboClave Block",8 x 8 x 16 ,,CA,US & CA,2023-04-19 00:00:00,256.0,m3,27.20914286,"m2 at 8"" block thickness",m²,ft²,,,,,,,,,,,1750.0,kg/m3,186.0,kg/m2 of wall,,,,,0.39,0.19,0.19,,,,,Concrete,Block,,EPD-088,Product-specific,Boehmers,Athena Sustainable Materials Institute,ASTM International,External,Timothy S. Brooke,,"ASTM International, Product Category Rules For Preparing an Environmental Product Declaration For Manufactured Concrete and Concrete Masonry Products",,"TRACI, version 2.1)",,ND,
CMU005,"CMU - Normal weight / Brampton Brick (Boehmers) / 8"" CarboClave Block  / 8 x 8 x 16 ",True,False,False,False,2024-01-07 00:00:00,,CMU - Normal weight,Brampton Brick (Boehmers),"8"" CarboClave Block",8 x 8 x 16 ,,CA,US & CA,2023-04-19 00:00:00,196.0,m3,20.81333333,"m2 at 8"" block thickness",m²,ft²,,,,,,,,,,,2100.0,kg/m3,223.0,kg/m2 of wall,,,,,0.39,0.19,0.19,,,,,Concrete,Block,,EPD-088,Product-specific,Boehmers,Athena Sustainable Materials Institute,ASTM International,External,Timothy S. Brooke,,"ASTM International, Product Category Rules For Preparing an Environmental Product Declaration For Manufactured Concrete and Concrete Masonry Products",,"TRACI, version 2.1)",,ND,
95a692,"Earthen Floor / Cast-in-place / Clay, sand, and straw / 4"" (100 mm) [US]",True,False,False,False,,,Cob Floor,Site made,,"4"" thick = 3"" cob, 1"" clay plaster",Adapted by Erik Bowden from cob wall LCA study data,,US,,3.45,m²,3.45,"m2 at 4""",m²,ft²,3.1,1.0,0.4783,2.79,,,,,,0.9,168.2,kg/m2,1.8,kg straw/m2,,,,,1.0,0.102,1.0,,,,,,,,"Ben-Alon et al LCA, 2019",Journal LCA,,Ben-Alon et al,,,,,,,,,,,
f8cf09,"Cob wall / Site mixed / 18"" (457 mm) avg. thickness [US]",True,False,False,False,,,Cob wall,Site mixed,,"18"" (457 mm) avg. thickness",,,US,,13.2,m²,13.12,m2 at 457 mm,m²,ft²,17.41,1.0,0.4783,15.669,,,,,,0.9,1222.0,kg/m3,10.1,kg straw/m2,,,,,1.0,0.457,1.0,,,,,,,,"Ben-Alon et al LCA, 2019",Journal LCA,,Ben-Alon et al,,,,,,,,,,,
A23456,Composite sheathing panel / James Hardie Europe / Fermacell / 12.5mm [EU],True,False,False,False,2027-10-16 00:00:00,,Composite sheathing panel ,James Hardie Europe GmbH,fermacell® ,12.5 mm,,EU,EU,2024-01-03 00:00:00,1900-01-03 02:52:48,m2,3.12,m2,m²,ft²,3.58,,,3.222,m²,,,,,0.9,14.75,kg/m2,,,,,,,,,,,,Gypsum,Fiber board,Fiber Gypsum,Board,,EPD-JAM-20220072-CBD1-EN,Product-specific,James Hardie Europe GmbH,Sphera Solutions GmbH,Institut Bauen und Umwelt e.V.,External,Dr. Stefan Diederichs,--,"Part B: Requirements for the EPD for
gypsum boards, v1.7, 2019",--,---,GaBi 10.5,"The service life of building products depends on the
respective construction, use and maintenance of the
building",,
A23457,Composite sheathing panel / Honext / Fire resistant panel / 12 mm [EU],True,False,False,False,2028.0,,Composite sheathing panel ,Honext Material SL,Fire resistant panel,12 mm,,EU,EU,2024-01-21 00:00:00,92.5,m3,1.110044402,m2,m²,ft²,751.0,,,8.111124445,m2 ,,,,,0.9,510-600,kg/m3,,,,,,,,,,,,Paper sludge,,Sheathing,Board,,GlobalEPD EN15804-036,Product-specific,Honext Material SL,Eco Intelligent Growth,Aenor Confia,External,Aenor Confia,EN 15804:2012+A2:2020,,,Simapro 9.3,Ecoinvent 3.8,25.0,https://drive.google.com/file/d/1tpF0EgPppdhQWuzbhE5khwZ5vNFYVHTf/view?usp=drive_link,
A23458,Composite sheathing panel / Continuus Materials / Everboard / Fiberglass facing / 1/2-inch,True,False,False,False,2025.0,Expired 2025; BfCA BioC calc by mass,Composite sheathing pane,Continuus Materials,Everboard Fiberglass facing,"1/2""",,US,US & CA,2024-01-21 00:00:00,7.474,m2,7.474,m2,m²,ft²,,0.55,0.5,7.98417675,m2,,,,8.8713075,0.9,8.79,kg/m2,,,,,,,,,,,,Recycled drinking boxes,,Sheathing,Board,,SCS-EPD-06489,Product-specific,Continuus Materials,SCS Global Services,SCS Global Services,External,"Tom Gloria, Industrial Ecology Consultants",ISO 21930:2017,Sustainability in buildings and civil engineering works,Traci 2.1,OpenLCA 1.10,,75.0,,
A23459,Composite sheathing panel / Continuus Materials / Everboard / Paper facing / 1/2-inch,True,False,False,False,2025.0,Expired 2025; BfCA BioC calc by mass,Composite sheathing pane,Continuus Materials,Everboard / Paper facing,"1/2""",,US,US & CA,2024-01-21 00:00:00,7.293,m2,7.293,m2,m²,ft²,,0.57,0.5,8.27451045,m2,,9.1939005,,,0.9,8.79,kg/m2,,,,,,,,,,,,Recycled drinking boxes,,Sheathing,Board,,SCS-EPD-06489,Product-specific,Continuus Materials,SCS Global Services,SCS Global Services,External,"Tom Gloria, Industrial Ecology Consultants",ISO 21930:2017,Sustainability in buildings and civil engineering works,Traci 2.1,OpenLCA 1.10,,75.0,https://drive.google.com/file/d/1F3ofXVLuDCh1VPoqr6eIp5-BSIgtMxUc/view?usp=drive_link,
CCC000,"Composite cladding / Fiberon / Wildwood Cladding / 3/4""",True,False,False,False,2027.0,,Composite cladding,Fiberon,Wildwood Cladding,"3/4""",,US,US & CA,2024-02-09 00:00:00,14.69,m2,14.69,m2,m²,ft²,,,,,,,,,,,62.47,kg/m2,,,,,,,,,,,,Composite cladding,,Cladding,Board,,SCS-EPD-08200,Product-specific,Fiber Composites LLC,SCS Global,SCS Global,External,Industrial Ecology Consultants,,"Cladding product systems, UL 10010-25",TRACI 2.1,OpenLCA 1.10,Ecoinvent 3.8,,https://drive.google.com/file/d/1WQIGuKL5ZTDR6IIu98NKPbKx3m1qZU6Z/view?usp=drive_link,
